Year,Author(s),Novel,Publisher,Nika,Tom,Hugo,Nebula,WFA,Mythopoeic,Kitschies
2024.0,Emily Tesh,Some Desperate Glory,Tordotcom/Orbit Books,,,Winner
2024.0,Vajra Chandrasekera,The Saint of Bright Doors,Tordotcom,,,Nominee,Winner
2024.0,Martha Wells,Witch King,Tordotcom,In progress,Started but struggling,Nominee,Nominee,Nominee
2024.0,Ann Leckie,Translation State,Orbit Books,,,Nominee,Nominee
2024.0,Shannon Chakraborty,The Adventures of Amina al-Sirafi,Harper Voyager,,,Nominee
2024.0,John Scalzi,Starter Villain,Tor Books,,,Nominee
2024.0,Wole Talabi,Shigidi and the Brass Head of Obalufon,DAW; Gollancz,,,,Nominee,Nominee
2024.0,S. L. Huang,The Water Outlaws,Tordotcom; Solaris UK,,,,Nominee
2024.0,Annalee Newitz,The Terraformers,Tordotcom; Orbit UK,,,,Nominee
2023.0,Ursula Vernon (as T. Kingfisher),Nettle & Bone,Tor Books,Read (didn't enjoy),,Winner,Nominee
2023.0,Travis Baldree,Legends & Lattes,Tor Books,In the queue,In the queue,Nominee,Nominee
2023.0,Tamsyn Muir,Nona the Ninth,Tordotcom,,,Nominee,Nominee
2023.0,John Scalzi,The Kaiju Preservation Society,Tor Books,,,Nominee
2023.0,Silvia Moreno-Garcia,The Daughter of Doctor Moreau,Del Rey Books,,,Nominee
2023.0,Mary Robinette Kowal,The Spare Man,Tor Books,,,Nominee
2023.0,R. F. Kuang,Babel: Or the Necessity of Violence: An Arcane History of the Oxford Translators' Revolution,Harper Voyager,,,,Winner
2023.0,Nicola Griffith,Spear,Tordotcom,,,,Nominee,Nominee
2023.0,Ray Nayler,The Mountain in the Sea,"MCD, Weidenfeld & Nicolson",,,,Nominee
2023.0,Sacha Lamb,When the Angels Left the Old Country,Levine Querido,,,,,,Winner
2023.0,Kelly Barnhill,When Women Were Dragons,Doubleday,,,,,,Nominee
2023.0,Alex Jennings,The Ballad of Perilous Graves,Redhook,,,,,,Nominee
2023.0,GennaRose Nethercott,Thistlefoot,Anchor Books,,,,,,Nominee
2023.0,Peng Shepherd,The Cartographers,William Morrow,,,,,,Nominee
2022.0,Arkady Martine,A Desolation Called Peace,Tor Books,,,Winner,Nominee
2022.0,P. Djèlí Clark,A Master of Djinn,Tordotcom/Orbit UK,,,Nominee,Winner,Nominee,Nominee
2022.0,Becky Chambers,"The Galaxy, and the Ground Within",Harper Voyager/Hodder & Stoughton,,,Nominee,,,,Winner
2022.0,Ryka Aoki,Light From Uncommon Stars,Tor Books/St Martin's Press,,,Nominee,,,Nominee
2022.0,Andy Weir,Project Hail Mary,Ballantine Books/Del Rey Books,In the queue,Read,Nominee
2022.0,Shelley Parker-Chan,She Who Became the Sun,Tor Books/Mantle Books,,,Nominee
2022.0,C. L. Clark,The Unbroken,Orbit Books,,,,Nominee
2022.0,S. B. Divya,Machinehood,Saga Press,,,,Nominee
2022.0,Jason Sanford,Plague Birds,Apex,,,,Nominee
2022.0,Hilary Leichter,Temporary,,,,,,,,Winner
2022.0,Zen Cho,Black Water Sister,,,,,,,,Nominee
2022.0,"Un-su Kim, trans. by Sean Lin Halbert",The Cabinet,,,,,,,,Nominee
2022.0,Adrian Tchaikovsky,Bear Head,,,,,,,,Nominee
2022.0,Catriona Ward,The Last House on Needless Street,,,,,,,,Nominee
2022.0,Caroline Hardaker,Composite Creatures,,,,,,,,Nominee
2022.0,Calvin Kasulke,Several People Are Typing,,,,,,,,Nominee
2022.0,Everina Maxwell,Winter's Orbit,,,,,,,,Nominee
2022.0,Xiran Jay Zhao,Iron Widow,,,,,,,,Nominee
2022.0,Jo Walton,Or What You Will,Tor,,,,,,Winner
2022.0,Katherine Addison,The Witness for the Dead,Tor,,,,,,Nominee
2022.0,Garth Nix,Terciel and Elinor,Katherine Tegen Books,,,,,,Nominee
2021.0,Martha Wells,Network Effect,Tor.com Publishing,In the queue,Read,Winner,Winner
2021.0,Susanna Clarke,Piranesi,Bloomsbury Publishing,Read,Read,Nominee,Nominee,Nominee,Nominee,Winner
2021.0,N. K. Jemisin,The City We Became,Orbit Books,,,Nominee,Nominee,,,Nominee
2021.0,Rebecca Roanhorse,Black Sun,Saga Press,,,Nominee,Nominee
2021.0,Tamsyn Muir,Harrow the Ninth,Tor.com Publishing,,,Nominee
2021.0,Mary Robinette Kowal,The Relentless Moon,Tor Books,,,Nominee
2021.0,Silvia Moreno-Garcia,Mexican Gothic,Del Rey Books,,,,Nominee,Nominee,Nominee
2021.0,C. L. Polk,The Midnight Bargain,Erewhon Books,,,,Nominee,Nominee
2021.0,TJ Klune,The House in the Cerulean Sea,Tor,In the queue,,,,,Winner
2021.0,Alice Hoffman,Magic Lessons,Simon Schuster,,,,,,Nominee
2021.0,Garth Nix,The Left-Handed Booksellers of London,Katherine Tegen Books,,,,,,Nominee
2020.0,Arkady Martine,A Memory Called Empire,Tor Books,,In the queue,Winner,Nominee
2020.0,Alix E. Harrow,The Ten Thousand Doors of January,Redhook,In the queue,,Nominee,Nominee,Nominee,Nominee,Nominee
2020.0,Tamsyn Muir,Gideon the Ninth,Tor.com Publishing,In the queue,Started but struggling,Nominee,Nominee,Nominee
2020.0,Charlie Jane Anders,The City in the Middle of the Night,Tor Books,,,Nominee
2020.0,Kameron Hurley,The Light Brigade,Saga Press,,,Nominee
2020.0,Seanan McGuire,Middlegame,Tor.com Publishing,,,Nominee
2020.0,Sarah Pinsker,A Song for a New Day,Berkley Press,,,,Winner
2020.0,Charles E. Gannon,Marque of Caine,Baen Books,,,,Nominee
2020.0,Silvia Moreno-Garcia,Gods of Jade and Shadow,"Del Rey Books, Jo Fletcher Books",,,,Nominee
2020.0,Micaiah Johnson,The Space Between Worlds,,,,,,,,Winner
2020.0,Curdella Forbes,A Tall History of Sugar,,,,,,,,Nominee
2020.0,Natasha Pulley,The Lost Future of Pepperharrow,,,,,,,,Nominee
2020.0,Kim Stanley Robinson,The Ministry for the Future,,,,,,,,Nominee
2020.0,Kawai Strong Washburn,Sharks in the Time of Saviours,,,,,,,,Nominee
2020.0,Laura Jean McKay,The Animals in That Country,,,,,,,,Nominee
2020.0,Deepa Anappara,Djinn Patrol on the Purple Line,,,,,,,,Nominee
2020.0,Jordan Ifueko,Raybearer,,,,,,,Nominee,Nominee
2020.0,Theodora Goss,Snow White Learns Witchcraft,Mythic Delirium Books,,,,,,Winner
2020.0,P. Djèlí Clark,The Haunting of Tram Car 015,Tor.com,,,,,,Nominee
2020.0,Jo Walton,Lent,Tor Books,,,,,,Nominee
2020.0,G. Willow Wilson,The Bird King,Grove Press,,,,,,Nominee
2019.0,Mary Robinette Kowal,The Calculating Stars,Tor Books,,,Winner,Winner
2019.0,Rebecca Roanhorse,Trail of Lightning,Saga Press,,,Nominee,Nominee,Nominee
2019.0,Naomi Novik,Spinning Silver,Del Rey Books,Read (didn't enjoy),,Nominee,Nominee,,Winner
2019.0,Becky Chambers,Record of a Spaceborn Few,Hodder & Stoughton,,,Nominee,,,,Nominee
2019.0,Yoon Ha Lee,Revenant Gun,Solaris Books,,,Nominee
2019.0,Catherynne M. Valente,Space Opera,Saga Press,,,Nominee
2019.0,C. L. Polk,Witchmark,Tor.com Publishing,,,,Nominee,Winner
2019.0,R. F. Kuang,The Poppy War,Harper Voyager,,,,Nominee,Nominee,,Nominee
2019.0,Sam J. Miller,Blackfish City,"Ecco Press, Orbit UK",,,,Nominee
2019.0,Jan Carson,The Fire Starters,,,,,,,,Winner
2019.0,Clare Rees,Jelly,,,,,,,,Winner
2019.0,Amal El-Mohtar and Max Gladstone,This Is How You Lose the Time War,,Read,,,,,,Nominee
2019.0,Vicki Jarrett,Always North,,,,,,,,Nominee
2019.0,Yōko Ogawa,The Memory Police,,,,,,,,Nominee
2019.0,Jane Rawson,From the Wreck,,,,,,,,Nominee
2019.0,Katie Hale,My Name Is Monster,,,,,,,,Nominee
2019.0,Wayétu Moore,She Would Be King,,,,,,,,Nominee
2019.0,Rory Power,Wilder Girls,,,,,,,,Nominee
2019.0,Mishell Baker,Borderline; Phantom Pains; Impostor Syndrome,Saga,,,,,,Nominee
2019.0,Sarah Rees Brennan,In Other Lands,Big Mouth House,,,,,,Nominee
2019.0,Ruthanna Emrys,The Litany of Earth; Winter Tide; Deep Roots,Tor.com,,,,,,Nominee
2018.0,N. K. Jemisin,The Stone Sky,Orbit Books,Read,In the queue,Winner,Winner
2018.0,Mur Lafferty,Six Wakes,Orbit Books,,,Nominee,Nominee
2018.0,John Scalzi,The Collapsing Empire,Tor Books,,,Nominee
2018.0,Kim Stanley Robinson,New York 2140,Orbit Books,,,Nominee
2018.0,Ann Leckie,Provenance,Orbit Books,,,Nominee
2018.0,Yoon Ha Lee,Raven Stratagem,Solaris Books,,,Nominee
2018.0,Fonda Lee,Jade City,Orbit Books,,,,Nominee,Winner
2018.0,Theodora Goss,The Strange Case of the Alchemist's Daughter,Saga Press,,,,Nominee,Nominee
2018.0,Daryl Gregory,Spoonbenders,"Alfred A. Knopf, Riverrun Books",,,,Nominee,Nominee
2018.0,Lara Elena Donnelly,Amberlough,Tor Books,,,,Nominee
2018.0,Annalee Newitz,Autonomous,"Tor Books, Orbit Books",,,,Nominee
2018.0,Madeline Miller,Circe,,Read,,,,,Nominee,Winner
2018.0,Ahmed Saadawi,Frankenstein in Baghdad,,,,,,,,Winner
2018.0,Simon Ings,The Smoke,,,,,,,,Nominee
2018.0,Tade Thompson,Rosewater,,,,,,,,Nominee
2018.0,Lavie Tidhar,Unholy Land,,,,,,,,Nominee
2018.0,Tomi Adeyemi,Children Of Blood and Bone,,,,,,,,Nominee
2018.0,Sue Burke,Semiosis,,,,,,,,Nominee
2018.0,Rebecca Ley,"Sweet Fruit, Sour Land",,,,,,,,Nominee
2018.0,John Crowley,Ka: Dar Oakley in the Ruin of Ymr,Saga Press,,,,,,Winner
2018.0,Alice Hoffman,The Rules of Magic,Simon & Schuster,,,,,,Nominee
2018.0,G. A. Kathryns,Snow City,Sycamore Sky Books,,,,,,Nominee
2018.0,Ellen Klages,Passing Strange,Tor.com,,,,,,Nominee
2018.0,Victor LaValle,The Changeling,Spiegel & Grau,,,,,,Nominee
2017.0,N. K. Jemisin,The Obelisk Gate,Orbit Books,Read,In progress,Winner,Nominee,Nominee
2017.0,Charlie Jane Anders,All the Birds in the Sky,Tor Books,,,Nominee,Winner
2017.0,Yoon Ha Lee,Ninefox Gambit,Solaris Books,,,Nominee,Nominee
2017.0,Becky Chambers,A Closed and Common Orbit,Hodder & Stoughton,,,Nominee
2017.0,Cixin Liu (Chinese)[g],Death's End,Chongqing Press (original),,,Nominee
2017.0,Ada Palmer,Too Like the Lightning,Tor Books,,,Nominee
2017.0,Mishell Baker,Borderline,Saga Press,,,,Nominee,Nominee
2017.0,Nisi Shawl,Everfair,Tor Books,,,,Nominee
2017.0,Nina Allan,The Rift,,,,,,,,Winner
2017.0,Alex Wells,Hunger Makes the Wolf,,,,,,,,Winner
2017.0,"Deon Meyer, translated by L. Seegers",Fever,,,,,,,,Nominee
2017.0,Jess Richards,City of Circles,,,,,,,,Nominee
2017.0,William Sutcliffe,We See Everything,,,,,,,,Nominee
2017.0,Michelle Tea,Black Wave,,,,,,,,Nominee
2017.0,RJ Barker,Age of Assassins,,,,,,,,Nominee
2017.0,Carmen Marcus,How Saints Die,,,,,,,,Nominee
2017.0,JY Yang,The Black Tides of Heaven,,,,,,,,Nominee
2017.0,Liz Ziemska,Mandelbrot the Magnificent,,,,,,,,Nominee
2017.0,Patricia A. McKillip,Kingfisher,Ace Books,,,,,,Winner
2017.0,Andrea Hairston,Will Do Magic For Small Change,Aqueduct Press,,,,,,Nominee
2017.0,Mary Robinette Kowal,Ghost Talkers,Tor Books,,,,,,Nominee
2017.0,Maggie Stiefvater,The Raven Cycle,Scholastic,,,,,,Nominee
2017.0,Jo Walton,Thessaly trilogy,Tor Books,,,,,,Nominee
2016.0,N. K. Jemisin,The Fifth Season,Orbit Books,Read,Read,Winner,Nominee,Nominee,,Nominee
2016.0,Naomi Novik,Uprooted,Del Rey Books,Read,,Nominee,Winner,Nominee,Winner
2016.0,Ann Leckie,Ancillary Mercy,Orbit Books,In the queue,Started but struggling,Nominee,Nominee,,,Winner
2016.0,Neal Stephenson,Seveneves,William Morrow and Company,,,Nominee
2016.0,Jim Butcher,The Cinder Spires: The Aeronaut's Windlass,Roc Books,,In the queue,Nominee
2016.0,Lawrence M. Schoen,Barsk: The Elephants' Graveyard,Tor Books,,,,Nominee
2016.0,Ken Liu,The Grace of Kings,Saga Press,,,,Nominee
2016.0,Charles E. Gannon,Raising Caine,Baen Books,,,,Nominee
2016.0,Fran Wilde,Updraft,Tor Books,,,,Nominee
2016.0,Holly Black,The Darkest Part of the Forest,Little Brown & Co,,,,,,Nominee
2016.0,Kazuo Ishiguro,The Buried Giant,Knopf,,,,,,Nominee
2016.0,E. K. Johnston,A Thousand Nights,Disney-Hyperion,,,,,,Nominee
2016.0,Daniel José Older,Shadowshaper,Arthur A. Levine Books,,,,,,Nominee
2015.0,Cixin Liu (Chinese)/Ken Liu (translator),The Three-Body Problem,Chongqing Press (original),Started but struggling,In the queue,Winner,Nominee
2015.0,Katherine Addison,The Goblin Emperor,Tor Books,In the queue,,Nominee,Nominee,Nominee
2015.0,Ann Leckie,Ancillary Sword,Orbit Books,In progress,Read,Nominee,Nominee
2015.0,Kevin J. Anderson,The Dark Between the Stars,Tor Books,,,Nominee
2015.0,Jim Butcher,Skin Game,Roc Books,,Read,Nominee
2015.0,Jeff VanderMeer,Annihilation,"Farrar, Straus and Giroux",,Read,,Winner
2015.0,Charles E. Gannon,Trial by Fire,Baen Books,,,,Nominee
2015.0,Jack McDevitt,Coming Home,Ace Books,,,,Nominee
2015.0,Margaret Atwood,The Heart Goes Last,,,,,,,,Winner
2015.0,Tade Thompson,Making Wolf,,,,,,,,Winner
2015.0,Dave Hutchinson,Europe at Midnight,,,,,,,,Nominee
2015.0,Adam Roberts,The Thing Itself,,,,,,,,Nominee
2015.0,Hugo Wilcken,The Reflection,,,,,,,,Nominee
2015.0,A. Igoni Barrett,Blackass,,,,,,,,Nominee
2015.0,Kirsty Logan,The Gracekeepers,,,,,,,,Nominee
2015.0,Paul Meloy,The Night Clock,,,,,,,,Nominee
2015.0,Sara Taylor,The Shore,,,,,,,,Nominee
2015.0,Sarah Avery,Tales from Rugosa Coven,Dark Quest,,,,,,Winner
2015.0,Stephanie Feldman,The Angel of Losses,Ecco,,,,,,Nominee
2015.0,Theodora Goss,Songs for Ophelia,Papaveria Press,,,,,,Nominee
2015.0,Joanne M. Harris,The Gospel of Loki,Gollancz,,,,,,Nominee
2015.0,Joe Hill and Gabriel Rodriguez,Locke & Key,IDW Publishing,,,,,,Nominee
2014.0,Ann Leckie,Ancillary Justice,Orbit Books,Read,Read,Winner,Winner
2014.0,Charles Stross,Neptune's Brood,Ace Books,,,Nominee
2014.0,Mira Grant,Parasite,Orbit Books,,,Nominee
2014.0,Larry Correia,Warbound,Baen Books,,,Nominee
2014.0,Robert Jordan/Brandon Sanderson,The Wheel of Time,Tor Books,,Read,Nominee
2014.0,Sofia Samatar,A Stranger in Olondria,Small Beer Press,,,,Nominee,Winner
2014.0,Neil Gaiman,The Ocean at the End of the Lane,William Morrow and Company,In the queue,,,Nominee,Nominee,Nominee
2014.0,Helene Wecker,The Golem and the Jinni,Harper,,,,Nominee,Nominee,Winner
2014.0,Karen Joy Fowler,We Are All Completely Beside Ourselves,Marian Wood Books,,,,Nominee
2014.0,Charles E. Gannon,Fire with Fire,Baen Books,,,,Nominee
2014.0,Nicola Griffith,Hild,"Farrar, Straus and Giroux",,,,Nominee
2014.0,Linda Nagata,The Red: First Light,Mythic Island Press,,,,Nominee
2014.0,Andrew Smith,Grasshopper Jungle,,,,,,,,Winner
2014.0,Hermione Eyre,Viper Wine,,,,,,,,Winner
2014.0,Nina Allan,The Race,,,,,,,,Nominee
2014.0,William Gibson,The Peripheral,,,,,,,,Nominee
2014.0,Nnedi Okorafor,Lagoon,,,,,,,,Nominee
2014.0,Will Wiles,The Way Inn,,,,,,,,Nominee
2014.0,Monica Byrne,The Girl in the Road,,,,,,,,Nominee
2014.0,Becky Chambers,"The Long Way to a Small, Angry Planet",,In the queue,,,,,,Nominee
2014.0,Emmi Itäranta,Memory of Water,,,,,,,,Nominee
2014.0,Hanya Yanagihara,The People in the Trees,,,,,,,,Nominee
2014.0,Yangsze Choo,The Ghost Bride,William Morrow,,,,,,Nominee
2014.0,Max Gladstone,Three Parts Dead,Tor Books,,,,,,Nominee
2014.0,Mark H. Williams,Sleepless Knights,Atomic Fez Publishing,,,,,,Nominee
2013.0,John Scalzi,Redshirts,Tor Books,In the queue,Read,Winner
2013.0,Kim Stanley Robinson,2312,Orbit Books,,,Nominee,Winner
2013.0,Saladin Ahmed,Throne of the Crescent Moon,DAW Books,,,Nominee,Nominee
2013.0,Mira Grant,Blackout,Orbit Books,,,Nominee
2013.0,Lois McMaster Bujold,Captain Vorpatril's Alliance,Baen Books,,,Nominee
2013.0,N. K. Jemisin,The Killing Moon,Orbit Books,,,,Nominee,Nominee
2013.0,Caitlín R. Kiernan,The Drowning Girl,Roc Books,,,,Nominee,Nominee,Nominee
2013.0,Tina Connolly,Ironskin,Tor Books,,,,Nominee
2013.0,Mary Robinette Kowal,Glamour in Glass,Tor Books,,,,Nominee
2013.0,Ruth Ozeki,A Tale for the Time Being,,,,,,,,Winner
2013.0,Anne Carson,Red Doc,,,,,,,,Nominee
2013.0,Patrick Ness,More Than This,,,,,,,,Nominee
2013.0,Thomas Pynchon,Bleeding Edge,,,,,,,,Nominee
2013.0,James Smythe,The Machine,,,,,,,,Nominee
2013.0,Anne Charnock,A Calculated Life,,,,,,,,Nominee
2013.0,Monica Hesse,Stray,,,,,,,,Nominee
2013.0,Ramez Naam,Nexus,,,,,,,,Nominee
2013.0,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,,,,,,,,Nominee
2013.0,Ursula Vernon,Digger,Sofawolf Press,,,,,,Winner
2013.0,Alan Garner,Weirdstone trilogy,"Collins, Fourth Estate",,,,,,Nominee
2013.0,R. A. MacAvoy,Death and Resurrection,Prime Books,,,,,,Nominee
2013.0,Tim Powers,Hide Me Among the Graves,William Morrow,,,,,,Nominee
2012.0,Jo Walton,Among Others,Tor Books,,In the queue,Winner,Winner,Nominee,Nominee
2012.0,China Miéville,Embassytown,Macmillan Publishers / Del Rey Books,,,Nominee,Nominee,,,Nominee
2012.0,George R. R. Martin,A Dance with Dragons,Bantam Spectra,,In the queue,Nominee,,Nominee
2012.0,Mira Grant,Deadline,Orbit Books,,,Nominee
2012.0,James S. A. Corey,Leviathan Wakes,Orbit Books,,Started but struggling,Nominee
2012.0,Kameron Hurley,God's War,Night Shade Books,,,,Nominee,,,Winner
2012.0,Jack McDevitt,Firebird,Ace Books,,,,Nominee
2012.0,Genevieve Valentine,Mechanique: a Tale of the Circus Tresaulti,Prime Books,,,,Nominee
2012.0,N. K. Jemisin,The Kingdom of Gods,Orbit Books,In the queue,,,Nominee
2012.0,Nick Harkaway,Angelmaker,,,,,,,,Winner
2012.0,Karen Lord,Redemption in Indigo,,,,,,,Winner,Winner
2012.0,Jesse Bullington,The Folly of the World,,,,,,,,Nominee
2012.0,Frances Hardinge,A Face Like Glass,,,,,,,,Nominee
2012.0,Adam Roberts,Jack Glass,,,,,,,,Nominee
2012.0,Juli Zeh,The Method,,,,,,,,Nominee
2012.0,Madeline Ashby,vN,,,,,,,,Nominee
2012.0,Jenni Fagan,Panopticon,,,,,,,,Nominee
2012.0,Rachel Hartman,Seraphina,,,,,,,,Nominee
2012.0,Tom Pollock,The City's Son,,,,,,,,Nominee
2012.0,Lisa Goldstein,The Uncertain Places,Tachyon Publications,,,,,,Winner
2012.0,Richard Parks,The Heavenly Fox,PS Publishing,,,,,,Nominee
2012.0,Catherynne M. Valente,Deathless,Tor Books,,,,,,Nominee
2011.0,Connie Willis,Blackout/All Clear,Spectra Books,,In the queue,Winner,Winner
2011.0,N. K. Jemisin,The Hundred Thousand Kingdoms,Orbit Books,In the queue,,Nominee,Nominee,Nominee
2011.0,Lois McMaster Bujold,Cryoburn,Baen Books,,,Nominee
2011.0,Ian McDonald,The Dervish House,Gollancz / Pyr,,,Nominee
2011.0,Mira Grant,Feed,Orbit Books,,,Nominee
2011.0,Nnedi Okorafor,Who Fears Death,DAW Books,,,,Nominee,Winner
2011.0,M. K. Hobson,The Native Star,Bantam Spectra,,,,Nominee
2011.0,Mary Robinette Kowal,Shades of Milk and Honey,Tor Books,,,,Nominee
2011.0,Jack McDevitt,Echo,Ace Books,,,,Nominee
2011.0,Siobhan Dowd and Patrick Ness,A Monster Calls,,,,,,,,Winner
2011.0,Jesse Bullington,The Enterprise of Death,,,,,,,,Nominee
2011.0,Jane Rogers,The Testament of Jessie Lamb,,,,,,,,Nominee
2011.0,Lavie Tidhar,Osama,,,,,,,,Nominee
2011.0,Douglas Hulick,Among Thieves,,,,,,,,Nominee
2011.0,Erin Morgenstern,The Night Circus,,Started but struggling,,,,,Nominee,Nominee
2011.0,Ransom Riggs,Miss Peregrine's Home for Peculiar Children,,,,,,,,Nominee
2011.0,Fred Venturini,The Samaritan,,,,,,,,Nominee
2011.0,Guy Gavriel Kay,Under Heaven,Roc,,,,,,Nominee
2011.0,Patricia A. McKillip,The Bards of Bone Plain,Ace Books,,,,,,Nominee
2011.0,Devon Monk,A Cup of Normal,Fairwood Press,,,,,,Nominee
2011.0,Sharon Shinn,Troubled Waters,Ace Books,,,,,,Nominee
2010.0,Paolo Bacigalupi,The Windup Girl,Night Shade Books,,,Winner,Winner
2010.0,China Miéville,The City & the City,Del Rey Books,In the queue,,Winner,Nominee,Winner,,Winner
2010.0,Cherie Priest,Boneshaker,Tor Books,,,Nominee,Nominee
2010.0,Robert J. Sawyer,Wake,Ace Books,,,Nominee
2010.0,Catherynne M. Valente,Palimpsest,Bantam Spectra,,,Nominee,,,Nominee
2010.0,Robert Charles Wilson,Julian Comstock: A Story of 22nd-Century America,Tor Books,,,Nominee
2010.0,Jeff VanderMeer,Finch,Underland Press,,,,Nominee,Nominee
2010.0,Christopher Barzak,The Love We Share Without Knowing,Bantam Books,,,,Nominee
2010.0,Laura Anne Gilman,Flesh and Fire,Pocket Books,,,,Nominee
2010.0,Lauren Beukes,Zoo City,,,,,,,,Winner
2010.0,Maurice Broaddus,King Maker,,,,,,,,Winner
2010.0,Scott K. Andrews,Children's Crusade,,,,,,,,Nominee
2010.0,China Miéville,Kraken,,,,,,,,Nominee
2010.0,K. J. Parker,The Folding Knife,,,,,,,,Nominee
2010.0,Jean-Christophe Valtat,Aurorarama,,,,,,,,Nominee
2010.0,Jo Walton,Lifelode,NESFA Press,,,,,,Winner
2010.0,Barbara Campbell,Trickster's Game trilogy,DAW Books,,,,,,Nominee
2010.0,Greer Gilman,Cloud & Ashes: Three Winter's Tales,Small Beer Press,,,,,,Nominee
2010.0,Robert Holdstock,Avilion,Gollancz,,,,,,Nominee
2009.0,Neil Gaiman,The Graveyard Book,HarperCollins,,Read,Winner,,Nominee
2009.0,Cory Doctorow,Little Brother,Tor Books,,,Nominee,Nominee
2009.0,Neal Stephenson,Anathem,Morrow,,,Nominee
2009.0,Charles Stross,Saturn's Children,Ace Books,,,Nominee
2009.0,John Scalzi,Zoe's Tale,Tor Books,,,Nominee
2009.0,Ursula K. Le Guin,Powers,Harcourt,,,,Winner
2009.0,Jack McDevitt,Cauldron,Ace Books,,,,Nominee
2009.0,Terry Pratchett,Making Money,Harper,,,,Nominee
2009.0,David J. Schwartz,Superpowers,Three Rivers Press,,,,Nominee
2009.0,Joe Abercrombie,Best Served Cold,,,,,,,,Nominee
2009.0,Jane Austen (posth.) and Seth Grahame-Smith,Pride and Prejudice and Zombies,,In the queue,,,,,,Nominee
2009.0,Lev Grossman,The Magicians,,,,,,,,Nominee
2009.0,Reif Larsen,The Selected Works of T. S. Spivet,,,,,,,,Nominee
2009.0,Carol Berg,Flesh and Spirit and Breath and Bone,Roc,,,,,,Winner
2009.0,Daryl Gregory,Pandemonium,Del Rey,,,,,,Nominee
2009.0,Ursula K. Le Guin,Lavinia,Harcourt,,,,,,Nominee
2009.0,Patricia A. McKillip,The Bell at Sealey Head,Ace Books,,,,,,Nominee
2009.0,Gene Wolfe,An Evil Guest,Tor Books,,,,,,Nominee
2008.0,Michael Chabon,The Yiddish Policemen's Union,HarperCollins,,In the queue,Winner,Winner
2008.0,Ian McDonald,Brasyl,Pyr,,,Nominee,Nominee
2008.0,John Scalzi,The Last Colony,Tor Books,,In the queue,Nominee
2008.0,Charles Stross,Halting State,Ace Books,,,Nominee
2008.0,Robert J. Sawyer,Rollback,Tor Books,,,Nominee
2008.0,Jack McDevitt,Odyssey,Ace Books,,,,Nominee
2008.0,Joe Haldeman,The Accidental Time Machine,Ace Books,,,,Nominee
2008.0,Nalo Hopkinson,The New Moon's Arms,Warner,,,,Nominee,,Nominee
2008.0,Tobias S. Buckell,Ragamuffin,Tor Books,,,,Nominee
2008.0,Catherynne M. Valente,The Orphan's Tales,Bantam Spectra,,,,,,Winner
